id;latitude;longitude;city;address;image_time;image_id;image_url;image_file;status;typo;user_id
197;45.52263944;10.21275479;Brescia;Via Aldo Moro, 20, 25124 Brescia BS, Italia;2025-02-28 12:35:54.31945+01;d18643d4-c1c5-4f34-be34-fa74bf950a35;/media/uploaded_images/JPEG_20250228_115822_Brescia_Via_Aldo_Moro_20_25124__0VanD8v.5225433_10.21274218.jpg;uploaded_images/JPEG_20250228_115822_Brescia_Via_Aldo_Moro_20_25124__0VanD8v.5225433_10.21274218.jpg;1;rifiuti;
306;45.52450601;10.21282086;Brescia;Via Aldo Moro, 32, 25124 Brescia BS, Italia;2025-09-03 18:13:41.293227+02;2974cbe3-0ad9-40d2-a654-c5e8ca176104;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250903_171259_Brescia_Via_Aldo_Moro_19_25124_Brescia_BS_Italia_45.52395594_10.21458138.jpg;uploaded_images/JPEG_20250903_171259_Brescia_Via_Aldo_Moro_19_25124_Brescia_BS_Italia_45.52395594_10.21458138.jpg;In elaborazioneeeeeee;rifiuti;
140;45.5258695;10.21998255;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:46:04.023825+01;9aa928fa-7460-481c-aa67-dd699e0d8253;/media/uploaded_images/JPEG_20241019_190355_Brescia_Via_S_Zeno_76_25124_Bre_uK7Tb8N.52590917_10.2200002.jpg;uploaded_images/JPEG_20241019_190355_Brescia_Via_S_Zeno_76_25124_Bre_uK7Tb8N.52590917_10.2200002.jpg;1;tronchi;
139;45.52586032;10.21998447;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:45:28.888649+01;7bf9fdc5-5229-4ad1-9fec-d03b59ce146a;/media/uploaded_images/JPEG_20241019_190416_Brescia_Via_S_Zeno_76_25124_Bre_wyudV3F.5258695_10.21998255.jpg;uploaded_images/JPEG_20241019_190416_Brescia_Via_S_Zeno_76_25124_Bre_wyudV3F.5258695_10.21998255.jpg;1;tronchi;
296;45.55158219;10.22424369;Brescia;Via Guglielmo Marconi, 7b, 25128 Brescia BS, Italia;2025-08-25 18:25:41.742291+02;687924fa-8a9c-4239-8722-068fca344564;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250825_094526_Brescia_Via_Guglielmo_Marconi_7b_25128_Brescia_BS_Italia_45.55158219_10.22424369_20250825162541.jpg;uploaded_images/JPEG_20250825_094526_Brescia_Via_Guglielmo_Marconi_7b_25128_Brescia_BS_Italia_45.55158219_10.22424369_20250825162541.jpg;0;censimento;
182;45.52306128;10.21840596;Brescia;28/29, Piazza Monsignor Giuseppe Almici, 25124 Brescia BS,;2024-11-05 16:23:35.073303+01;75e9c3d3-d8db-42b0-bf83-dba68bd06b03;/media/uploaded_images/JPEG_20240920_112042_Castenedolo_Via_Brescia_km_55__Or4Q1h8.49002201_10.27712391.jpg;uploaded_images/JPEG_20240920_112042_Castenedolo_Via_Brescia_km_55__Or4Q1h8.49002201_10.27712391.jpg;1;censimento;
307;45.52113008;10.21386087;Brescia;Via Alessandro Lamarmora, 173, 25124 Brescia BS, Italia;2025-09-05 15:51:09.631818+02;61906d82-3eb7-415e-939a-f3ec2be51660;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250905_125441_Brescia_Via_Alessandro_Lamarmora_161_25124_Brescia_BS_Italia_45.5217796_10.21379431.jpg;uploaded_images/JPEG_20250905_125441_Brescia_Via_Alessandro_Lamarmora_161_25124_Brescia_BS_Italia_45.5217796_10.21379431.jpg;In elaborazioneeeeeee;censimento;
297;45.55158219;10.22424369;Brescia;Via Guglielmo Marconi, 7b, 25128 Brescia BS, Italia;2025-08-25 18:26:26.445033+02;346802a9-f38f-4d7f-aeef-9981970c0111;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250825_094424_Brescia_Brescia_Marconi_Metro_25128_Brescia_BS_Italia_45.55171074_10.22436589_20250825162626.jpg;uploaded_images/JPEG_20250825_094424_Brescia_Brescia_Marconi_Metro_25128_Brescia_BS_Italia_45.55171074_10.22436589_20250825162626.jpg;1;censimento;
5;45.52093022;10.2126111;Brescia;Brescia, Lamarmora 138/a, 25124 Brescia BS, Italia;2024-09-18 09:22:48.371303+02;a612f213-b6b3-4c1d-ac58-de0a8b7d3e6e;/media/uploaded_images/JPEG_20240903_180143_Brescia_Via_Alessandro_Lamarmo_wpktdsa.52089313_10.21287128.jpg;uploaded_images/JPEG_20240903_180143_Brescia_Via_Alessandro_Lamarmo_wpktdsa.52089313_10.21287128.jpg;1;tronchi;
157;45.52085784;10.21410555;Brescia;Via Alessandro Lamarmora, 175, 25124 Brescia BS, Italia;2024-11-05 13:18:54.190587+01;ac06e84a-2d45-47c7-ab83-a191105e3b50;/media/uploaded_images/JPEG_20240922_185021_Brescia_Via_Alessandro_Lamarmo_O1HycY0.52078268_10.21432327.jpg;uploaded_images/JPEG_20240922_185021_Brescia_Via_Alessandro_Lamarmo_O1HycY0.52078268_10.21432327.jpg;1;censimento;
152;45.52444888;10.26762981;Brescia;Via della Rimembranza, 3, 25135 Brescia BS, Italia;2024-11-05 13:12:25.042728+01;2d447d59-2f51-4926-a4da-b6b24d76db5c;/media/uploaded_images/JPEG_20240928_185622_Brescia_Via_della_Rimembranza__hUnFLas.52444925_10.26763001.jpg;uploaded_images/JPEG_20240928_185622_Brescia_Via_della_Rimembranza__hUnFLas.52444925_10.26763001.jpg;1;censimento;
158;45.52334278;10.21830984;Brescia;28/29, Piazza Monsignor Giuseppe Almici, 25124 Brescia BS,;2024-11-05 13:20:17.367773+01;e0e12db7-9fea-4167-839e-010e2d9ea159;/media/uploaded_images/JPEG_20240920_112207_Brescia_2829_Piazza_Monsignor__s8vrJiV.52306128_10.21840596.jpg;uploaded_images/JPEG_20240920_112207_Brescia_2829_Piazza_Monsignor__s8vrJiV.52306128_10.21840596.jpg;0;censimento;
4;45.52106329;10.21249844;Brescia;Brescia, Lamarmora 138/a, 25124 Brescia BS, Italia;2024-09-18 09:20:35.391439+02;3da7c12e-96d7-4700-bf7e-b45085d24a81;/media/uploaded_images/JPEG_20240903_180212_Brescia_Brescia_Lamarmora_138a__F6nCuPz.52093022_10.2126111.jpg;uploaded_images/JPEG_20240903_180212_Brescia_Brescia_Lamarmora_138a__F6nCuPz.52093022_10.2126111.jpg;1;tronchi;
162;45.52293556;10.21729089;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 13:23:10.709536+01;ebad3640-b4a5-4655-8b05-92d30ec0ce48;/media/uploaded_images/JPEG_20241021_181754_Brescia_Via_Aldo_Moro_54_25124_xHlMrqv.52268885_10.21742942.jpg;uploaded_images/JPEG_20241021_181754_Brescia_Via_Aldo_Moro_54_25124_xHlMrqv.52268885_10.21742942.jpg;1;censimento;
161;45.52268885;10.21742942;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 13:23:10.320699+01;cc19d298-eeab-42dc-9658-219c2906fdbd;/media/uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__Orj6E8R.52325613_10.19705103.jpg;uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__Orj6E8R.52325613_10.19705103.jpg;1;censimento;
165;45.52296018;10.21732222;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 13:23:10.786291+01;926e5e54-9bf7-4cac-82e1-c0cca4cacb2c;/media/uploaded_images/JPEG_20241021_181851_Brescia_Via_Aldo_Moro_54_25124_ELtQFn3.52296056_10.21730333.jpg;uploaded_images/JPEG_20241021_181851_Brescia_Via_Aldo_Moro_54_25124_ELtQFn3.52296056_10.21730333.jpg;1;censimento;
308;45.52018475;10.19017001;Brescia;Tangenziale Sud, 25125 Brescia BS, Italia;2025-09-05 18:12:19.086281+02;b9ecd5c9-623f-4c84-b4ea-fb0ae888957a;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250905_172754_Brescia_Via_Malta_17_25124_Brescia_BS_Italia_45.52119384_10.21314537.jpg;uploaded_images/JPEG_20250905_172754_Brescia_Via_Malta_17_25124_Brescia_BS_Italia_45.52119384_10.21314537.jpg;In elaborazioneeeeeee;rifiuti;
141;45.52590917;10.2200002;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:46:26.103068+01;601dd68a-2741-4a66-839d-68965f4aabbf;/media/uploaded_images/JPEG_20241019_190327_Brescia_Via_S_Zeno_76_25124_Br_F7qa2v8.52590887_10.22003155.jpg;uploaded_images/JPEG_20241019_190327_Brescia_Via_S_Zeno_76_25124_Br_F7qa2v8.52590887_10.22003155.jpg;1;tronchi;
181;45.52268885;10.21742942;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 15:56:16.370501+01;cc19d298-eeab-42dc-9658-219c2906fdbd;/media/uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__t5IZBcG.52325613_10.19705103.jpg;uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__t5IZBcG.52325613_10.19705103.jpg;1;censimento;
298;45.52612075;10.21994969;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2025-08-25 20:42:30.207267+02;2647d738-be16-4572-9a01-e40c2c2cd483;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250825_192526_Brescia_Via_Guglielmo_Marconi_7C_25128_Brescia_BS_Italia_45.55143445_10.22435818.jpg;uploaded_images/JPEG_20250825_192526_Brescia_Via_Guglielmo_Marconi_7C_25128_Brescia_BS_Italia_45.55143445_10.22435818.jpg;1;rifiuti;
164;45.52296056;10.21730333;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 13:23:10.764194+01;9cabdd44-64e1-4874-9600-f00e8d5be641;/media/uploaded_images/JPEG_20241021_181833_Brescia_Via_Aldo_Moro_54_25124_4h2qOt3.52291256_10.21734134.jpg;uploaded_images/JPEG_20241021_181833_Brescia_Via_Aldo_Moro_54_25124_4h2qOt3.52291256_10.21734134.jpg;1;censimento;
143;45.5258176;10.21998717;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:49:53.590809+01;e4f0a19c-7841-4c09-b676-bf1e64a2a92f;/media/uploaded_images/JPEG_20241101_164852_Brescia_Via_Alessandro_Lamarmo_pbtuv5Y.52128107_10.21607173.jpg;uploaded_images/JPEG_20241101_164852_Brescia_Via_Alessandro_Lamarmo_pbtuv5Y.52128107_10.21607173.jpg;1;tronchi;
173;45.52293556;10.21729089;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 14:54:59.592695+01;ebad3640-b4a5-4655-8b05-92d30ec0ce48;/media/uploaded_images/JPEG_20241021_181754_Brescia_Via_Aldo_Moro_54_25124_sUS9LgM.52268885_10.21742942.jpg;uploaded_images/JPEG_20241021_181754_Brescia_Via_Aldo_Moro_54_25124_sUS9LgM.52268885_10.21742942.jpg;1;censimento;
172;45.52268885;10.21742942;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 14:54:59.510012+01;cc19d298-eeab-42dc-9658-219c2906fdbd;/media/uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__q4wflXl.52325613_10.19705103.jpg;uploaded_images/JPEG_20241021_181724_Brescia_Via_Labirinto_9_25125__q4wflXl.52325613_10.19705103.jpg;1;censimento;
300;45.52330863;10.21861172;Brescia;Piazza Monsignor Giuseppe Almici, 28, 25124 Brescia BS,;2025-08-26 12:02:19.286042+02;ca8fc3dc-33d0-4975-ac91-eb6c85c9dc75;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250826_110216_Brescia_Via_Cremona_139_b_a_25124_Brescia_BS_Italia_45.52465173_10.22325986.jpg;uploaded_images/JPEG_20250826_110216_Brescia_Via_Cremona_139_b_a_25124_Brescia_BS_Italia_45.52465173_10.22325986.jpg;In elaborazioneeeeeee;censimento;
299;45.52246094;10.21828852;Brescia;Via S. Zeno, 118, 25124 Brescia BS, Italia;2025-08-26 12:02:19.058708+02;9c0083b9-4607-4b8c-a243-ba7c1516ed0e;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250826_103840_Brescia_Via_Alessandro_Lamarmora_169_25124_Brescia_BS_Italia_45.52162485_10.21440469.jpg;uploaded_images/JPEG_20250826_103840_Brescia_Via_Alessandro_Lamarmora_169_25124_Brescia_BS_Italia_45.52162485_10.21440469.jpg;0;censimento;
245;45.53246104;10.20660906;Brescia;Via Camillo Brozzoni, 6, 25125 Brescia BS, Italia;2025-05-07 08:38:04.026502+02;3037f068-c581-4e31-bcb7-0ecd98fc764a;/media/uploaded_images/JPEG_20250507_091453_Brescia_Via_Camillo_Brozzoni_6_riZK1uS.53250669_10.20659858.jpg;uploaded_images/JPEG_20250507_091453_Brescia_Via_Camillo_Brozzoni_6_riZK1uS.53250669_10.20659858.jpg;1;censimento;
163;45.52291256;10.21734134;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 13:23:10.742514+01;d83ce685-6ffe-4fd5-b2a4-ff08ee82b44c;/media/uploaded_images/JPEG_20241021_181815_Brescia_Via_Aldo_Moro_54_25124_EOsrKF4.52293556_10.21729089.jpg;uploaded_images/JPEG_20241021_181815_Brescia_Via_Aldo_Moro_54_25124_EOsrKF4.52293556_10.21729089.jpg;1;censimento;
175;45.52296056;10.21730333;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 14:54:59.670028+01;9cabdd44-64e1-4874-9600-f00e8d5be641;/media/uploaded_images/JPEG_20241021_181833_Brescia_Via_Aldo_Moro_54_25124_MuZeUzY.52291256_10.21734134.jpg;uploaded_images/JPEG_20241021_181833_Brescia_Via_Aldo_Moro_54_25124_MuZeUzY.52291256_10.21734134.jpg;1;censimento;
176;45.52296018;10.21732222;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 14:54:59.714188+01;926e5e54-9bf7-4cac-82e1-c0cca4cacb2c;/media/uploaded_images/JPEG_20241021_181851_Brescia_Via_Aldo_Moro_54_25124_UWIRnvF.52296056_10.21730333.jpg;uploaded_images/JPEG_20241021_181851_Brescia_Via_Aldo_Moro_54_25124_UWIRnvF.52296056_10.21730333.jpg;1;censimento;
